timestamp,price,iso_utc,raw_json
0,,1970-01-01T00:00:00Z,"{""end_period_ts"": 1762992000, ""open_interest"": 935, ""price"": {""close"": 28, ""close_dollars"": ""0.2800"", ""high"": 29, ""high_dollars"": ""0.2900"", ""low"": 28, ""low_dollars"": ""0.2800"", ""max"": null, ""max_dollars"": null, ""mean"": 28, ""mean_dollars"": ""0.2847"", ""min"": null, ""min_dollars"": null, ""open"": 29, ""open_dollars"": ""0.2900"", ""previous"": null, ""previous_dollars"": null}, ""volume"": 935, ""yes_ask"": {""close"": 36, ""close_dollars"": ""0.3600"", ""high"": 100, ""high_dollars"": ""1.0000"", ""low"": 36, ""low_dollars"": ""0.3600"", ""open"": 40, ""open_dollars"": ""0.4000""}, ""yes_bid"": {""close"": 28, ""close_dollars"": ""0.2800"", ""high"": 30, ""high_dollars"": ""0.3000"", ""low"": 0, ""low_dollars"": ""0.0000"", ""open"": 30, ""open_dollars"": ""0.3000""}}"
